City,State,County,loc
STOCKTON,AL,BALDWIN,"STOCKTON,AL"
SUMMERDALE,AL,BALDWIN,"SUMMERDALE,AL"
SUNFLOWER,AL,WASHINGTON,"SUNFLOWER,AL"
THEODORE,AL,MOBILE,"THEODORE,AL"
TIBBIE,AL,WASHINGTON,"TIBBIE,AL"
VINEGAR BEND,AL,WASHINGTON,"VINEGAR BEND,AL"
WAGARVILLE,AL,WASHINGTON,"WAGARVILLE,AL"
WILMER,AL,MOBILE,"WILMER,AL"
MOBILE,AL,MOBILE,"MOBILE,AL"
EIGHT MILE,AL,MOBILE,"EIGHT MILE,AL"
SELMA,AL,DALLAS,"SELMA,AL"
ALBERTA,AL,WILCOX,"ALBERTA,AL"
ANNEMANIE,AL,WILCOX,"ANNEMANIE,AL"
ARLINGTON,AL,WILCOX,"ARLINGTON,AL"
BOYKIN,AL,WILCOX,"BOYKIN,AL"
CAMDEN,AL,WILCOX,"CAMDEN,AL"
CAMPBELL,AL,CLARKE,"CAMPBELL,AL"
CATHERINE,AL,WILCOX,"CATHERINE,AL"
DEMOPOLIS,AL,MARENGO,"DEMOPOLIS,AL"
DIXONS MILLS,AL,MARENGO,"DIXONS MILLS,AL"
FAUNSDALE,AL,MARENGO,"FAUNSDALE,AL"
FORKLAND,AL,GREENE,"FORKLAND,AL"
FURMAN,AL,WILCOX,"FURMAN,AL"
GALLION,AL,MARENGO,"GALLION,AL"
GREENSBORO,AL,HALE,"GREENSBORO,AL"
JEFFERSON,AL,MARENGO,"JEFFERSON,AL"
LINDEN,AL,MARENGO,"LINDEN,AL"
JONES,AL,AUTAUGA,"JONES,AL"
MAPLESVILLE,AL,CHILTON,"MAPLESVILLE,AL"
LOWER PEACH TREE,AL,WILCOX,"LOWER PEACH TREE,AL"
LOWNDESBORO,AL,LOWNDES,"LOWNDESBORO,AL"
MC WILLIAMS,AL,WILCOX,"MC WILLIAMS,AL"
MAGNOLIA,AL,MARENGO,"MAGNOLIA,AL"
MARION,AL,PERRY,"MARION,AL"
PLANTERSVILLE,AL,DALLAS,"PLANTERSVILLE,AL"
MARION JUNCTION,AL,DALLAS,"MARION JUNCTION,AL"
MINTER,AL,DALLAS,"MINTER,AL"
MORVIN,AL,CLARKE,"MORVIN,AL"
MYRTLEWOOD,AL,MARENGO,"MYRTLEWOOD,AL"
NANAFALIA,AL,MARENGO,"NANAFALIA,AL"
NEWBERN,AL,HALE,"NEWBERN,AL"
OAK HILL,AL,WILCOX,"OAK HILL,AL"
ORRVILLE,AL,DALLAS,"ORRVILLE,AL"
PINE APPLE,AL,WILCOX,"PINE APPLE,AL"
PINE HILL,AL,WILCOX,"PINE HILL,AL"
SAFFORD,AL,DALLAS,"SAFFORD,AL"
SARDIS,AL,DALLAS,"SARDIS,AL"
SAWYERVILLE,AL,HALE,"SAWYERVILLE,AL"
SWEET WATER,AL,MARENGO,"SWEET WATER,AL"
THOMASTON,AL,MARENGO,"THOMASTON,AL"
THOMASVILLE,AL,CLARKE,"THOMASVILLE,AL"
TYLER,AL,LOWNDES,"TYLER,AL"
UNIONTOWN,AL,PERRY,"UNIONTOWN,AL"
STANTON,AL,CHILTON,"STANTON,AL"
RANDOLPH,AL,BIBB,"RANDOLPH,AL"
LAWLEY,AL,BIBB,"LAWLEY,AL"
OPELIKA,AL,LEE,"OPELIKA,AL"
AUBURN,AL,LEE,"AUBURN,AL"
AUBURN UNIVERSITY,AL,LEE,"AUBURN UNIVERSITY,AL"
CAMP HILL,AL,TALLAPOOSA,"CAMP HILL,AL"
COTTONTON,AL,RUSSELL,"COTTONTON,AL"
CUSSETA,AL,LEE,"CUSSETA,AL"
DADEVILLE,AL,TALLAPOOSA,"DADEVILLE,AL"
VALLEY,AL,CHAMBERS,"VALLEY,AL"
FIVE POINTS,AL,CHAMBERS,"FIVE POINTS,AL"
FORT MITCHELL,AL,RUSSELL,"FORT MITCHELL,AL"
HATCHECHUBBEE,AL,RUSSELL,"HATCHECHUBBEE,AL"
HOLY TRINITY,AL,RUSSELL,"HOLY TRINITY,AL"
HURTSBORO,AL,RUSSELL,"HURTSBORO,AL"
JACKSONS GAP,AL,TALLAPOOSA,"JACKSONS GAP,AL"
LAFAYETTE,AL,CHAMBERS,"LAFAYETTE,AL"
LANETT,AL,CHAMBERS,"LANETT,AL"
LOACHAPOKA,AL,LEE,"LOACHAPOKA,AL"
NOTASULGA,AL,MACON,"NOTASULGA,AL"
PHENIX CITY,AL,RUSSELL,"PHENIX CITY,AL"
PHENIX CITY,AL,LEE,"PHENIX CITY,AL"
PITTSVIEW,AL,RUSSELL,"PITTSVIEW,AL"
VALLEY,AL,LEE,"VALLEY,AL"
SALEM,AL,LEE,"SALEM,AL"
SEALE,AL,RUSSELL,"SEALE,AL"
SMITHS STATION,AL,LEE,"SMITHS STATION,AL"
WAVERLY,AL,LEE,"WAVERLY,AL"
BELLAMY,AL,SUMTER,"BELLAMY,AL"
BUTLER,AL,CHOCTAW,"BUTLER,AL"
CUBA,AL,SUMTER,"CUBA,AL"
GILBERTOWN,AL,CHOCTAW,"GILBERTOWN,AL"
JACHIN,AL,CHOCTAW,"JACHIN,AL"
LISMAN,AL,CHOCTAW,"LISMAN,AL"
MELVIN,AL,CHOCTAW,"MELVIN,AL"
NEEDHAM,AL,CHOCTAW,"NEEDHAM,AL"
PENNINGTON,AL,CHOCTAW,"PENNINGTON,AL"
SILAS,AL,CHOCTAW,"SILAS,AL"
TOXEY,AL,CHOCTAW,"TOXEY,AL"
WARD,AL,CHOCTAW,"WARD,AL"
YORK,AL,SUMTER,"YORK,AL"
ADAMS,TN,ROBERTSON,"ADAMS,TN"
ANTIOCH,TN,DAVIDSON,"ANTIOCH,TN"
ALEXANDRIA,TN,DEKALB,"ALEXANDRIA,TN"
ARRINGTON,TN,WILLIAMSON,"ARRINGTON,TN"
ASHLAND CITY,TN,CHEATHAM,"ASHLAND CITY,TN"
AUBURNTOWN,TN,CANNON,"AUBURNTOWN,TN"
BEECHGROVE,TN,COFFEE,"BEECHGROVE,TN"
BELFAST,TN,MARSHALL,"BELFAST,TN"
BELL BUCKLE,TN,BEDFORD,"BELL BUCKLE,TN"
BETHPAGE,TN,SUMNER,"BETHPAGE,TN"
BIG ROCK,TN,STEWART,"BIG ROCK,TN"
BRENTWOOD,TN,WILLIAMSON,"BRENTWOOD,TN"
BON AQUA,TN,HICKMAN,"BON AQUA,TN"
BRADYVILLE,TN,CANNON,"BRADYVILLE,TN"
BUMPUS MILLS,TN,STEWART,"BUMPUS MILLS,TN"
BURNS,TN,DICKSON,"BURNS,TN"
CARTHAGE,TN,SMITH,"CARTHAGE,TN"
CASTALIAN SPRINGS,TN,SUMNER,"CASTALIAN SPRINGS,TN"
CEDAR HILL,TN,ROBERTSON,"CEDAR HILL,TN"
CENTERVILLE,TN,HICKMAN,"CENTERVILLE,TN"
CHAPEL HILL,TN,MARSHALL,"CHAPEL HILL,TN"
CHAPMANSBORO,TN,CHEATHAM,"CHAPMANSBORO,TN"
CHARLOTTE,TN,DICKSON,"CHARLOTTE,TN"
CHRISTIANA,TN,RUTHERFORD,"CHRISTIANA,TN"
CLARKSVILLE,TN,MONTGOMERY,"CLARKSVILLE,TN"
COLLEGE GROVE,TN,WILLIAMSON,"COLLEGE GROVE,TN"
CORNERSVILLE,TN,MARSHALL,"CORNERSVILLE,TN"
COTTONTOWN,TN,SUMNER,"COTTONTOWN,TN"
CROSS PLAINS,TN,ROBERTSON,"CROSS PLAINS,TN"
CUMBERLAND CITY,TN,STEWART,"CUMBERLAND CITY,TN"
CUMBERLAND FURNACE,TN,DICKSON,"CUMBERLAND FURNACE,TN"
CUNNINGHAM,TN,MONTGOMERY,"CUNNINGHAM,TN"
DICKSON,TN,DICKSON,"DICKSON,TN"
DIXON SPRINGS,TN,SMITH,"DIXON SPRINGS,TN"
DOVER,TN,STEWART,"DOVER,TN"
DOWELLTOWN,TN,DEKALB,"DOWELLTOWN,TN"
EAGLEVILLE,TN,RUTHERFORD,"EAGLEVILLE,TN"
ERIN,TN,HOUSTON,"ERIN,TN"
FAIRVIEW,TN,WILLIAMSON,"FAIRVIEW,TN"
FOSTERVILLE,TN,RUTHERFORD,"FOSTERVILLE,TN"
FRANKLIN,TN,WILLIAMSON,"FRANKLIN,TN"
GALLATIN,TN,SUMNER,"GALLATIN,TN"
GOODLETTSVILLE,TN,DAVIDSON,"GOODLETTSVILLE,TN"
GLADEVILLE,TN,WILSON,"GLADEVILLE,TN"
GREENBRIER,TN,ROBERTSON,"GREENBRIER,TN"
HARTSVILLE,TN,TROUSDALE,"HARTSVILLE,TN"
HENDERSONVILLE,TN,SUMNER,"HENDERSONVILLE,TN"
HERMITAGE,TN,DAVIDSON,"HERMITAGE,TN"
HURRICANE MILLS,TN,HUMPHREYS,"HURRICANE MILLS,TN"
INDIAN MOUND,TN,STEWART,"INDIAN MOUND,TN"
JOELTON,TN,DAVIDSON,"JOELTON,TN"
KINGSTON SPRINGS,TN,CHEATHAM,"KINGSTON SPRINGS,TN"
LAFAYETTE,TN,MACON,"LAFAYETTE,TN"
LASCASSAS,TN,RUTHERFORD,"LASCASSAS,TN"
LA VERGNE,TN,RUTHERFORD,"LA VERGNE,TN"
LEBANON,TN,WILSON,"LEBANON,TN"
LEWISBURG,TN,MARSHALL,"LEWISBURG,TN"
LIBERTY,TN,DEKALB,"LIBERTY,TN"
LINDEN,TN,PERRY,"LINDEN,TN"
LOBELVILLE,TN,PERRY,"LOBELVILLE,TN"
LYLES,TN,HICKMAN,"LYLES,TN"
MC EWEN,TN,HUMPHREYS,"MC EWEN,TN"
MCMINNVILLE,TN,WARREN,"MCMINNVILLE,TN"
MADISON,TN,DAVIDSON,"MADISON,TN"
MILTON,TN,RUTHERFORD,"MILTON,TN"
MITCHELLVILLE,TN,SUMNER,"MITCHELLVILLE,TN"
MOUNT JULIET,TN,WILSON,"MOUNT JULIET,TN"
MURFREESBORO,TN,RUTHERFORD,"MURFREESBORO,TN"
NEW JOHNSONVILLE,TN,HUMPHREYS,"NEW JOHNSONVILLE,TN"
NOLENSVILLE,TN,WILLIAMSON,"NOLENSVILLE,TN"
NORENE,TN,WILSON,"NORENE,TN"
NUNNELLY,TN,HICKMAN,"NUNNELLY,TN"
OLD HICKORY,TN,DAVIDSON,"OLD HICKORY,TN"
ONLY,TN,HICKMAN,"ONLY,TN"
ORLINDA,TN,ROBERTSON,"ORLINDA,TN"
PALMYRA,TN,MONTGOMERY,"PALMYRA,TN"
PEGRAM,TN,CHEATHAM,"PEGRAM,TN"
PETERSBURG,TN,LINCOLN,"PETERSBURG,TN"
PLEASANT SHADE,TN,SMITH,"PLEASANT SHADE,TN"
PLEASANT VIEW,TN,CHEATHAM,"PLEASANT VIEW,TN"
PORTLAND,TN,SUMNER,"PORTLAND,TN"
READYVILLE,TN,CANNON,"READYVILLE,TN"
RED BOILING SPRINGS,TN,MACON,"RED BOILING SPRINGS,TN"
RIDDLETON,TN,SMITH,"RIDDLETON,TN"
RIDGETOP,TN,ROBERTSON,"RIDGETOP,TN"
ROCKVALE,TN,RUTHERFORD,"ROCKVALE,TN"
SHELBYVILLE,TN,BEDFORD,"SHELBYVILLE,TN"
SLAYDEN,TN,DICKSON,"SLAYDEN,TN"
SMITHVILLE,TN,DEKALB,"SMITHVILLE,TN"
SMYRNA,TN,RUTHERFORD,"SMYRNA,TN"
SOUTHSIDE,TN,MONTGOMERY,"SOUTHSIDE,TN"
SPRINGFIELD,TN,ROBERTSON,"SPRINGFIELD,TN"
SPRING HILL,TN,MAURY,"SPRING HILL,TN"
STEWART,TN,HOUSTON,"STEWART,TN"
TENNESSEE RIDGE,TN,HOUSTON,"TENNESSEE RIDGE,TN"
THOMPSONS STATION,TN,WILLIAMSON,"THOMPSONS STATION,TN"
UNIONVILLE,TN,BEDFORD,"UNIONVILLE,TN"
VANLEER,TN,DICKSON,"VANLEER,TN"
WARTRACE,TN,BEDFORD,"WARTRACE,TN"
WATERTOWN,TN,WILSON,"WATERTOWN,TN"
WAVERLY,TN,HUMPHREYS,"WAVERLY,TN"
WESTMORELAND,TN,SUMNER,"WESTMORELAND,TN"
WHITE BLUFF,TN,DICKSON,"WHITE BLUFF,TN"
WHITE HOUSE,TN,ROBERTSON,"WHITE HOUSE,TN"
WHITES CREEK,TN,DAVIDSON,"WHITES CREEK,TN"
WOODBURY,TN,CANNON,"WOODBURY,TN"
WOODLAWN,TN,MONTGOMERY,"WOODLAWN,TN"
NASHVILLE,TN,DAVIDSON,"NASHVILLE,TN"
ALTAMONT,TN,GRUNDY,"ALTAMONT,TN"
APISON,TN,HAMILTON,"APISON,TN"
ATHENS,TN,MCMINN,"ATHENS,TN"
BAKEWELL,TN,HAMILTON,"BAKEWELL,TN"
BEERSHEBA SPRINGS,TN,GRUNDY,"BEERSHEBA SPRINGS,TN"
BELVIDERE,TN,FRANKLIN,"BELVIDERE,TN"
BENTON,TN,POLK,"BENTON,TN"
BIRCHWOOD,TN,HAMILTON,"BIRCHWOOD,TN"
CALHOUN,TN,MCMINN,"CALHOUN,TN"
CHARLESTON,TN,BRADLEY,"CHARLESTON,TN"
CLEVELAND,TN,BRADLEY,"CLEVELAND,TN"
COALMONT,TN,GRUNDY,"COALMONT,TN"
COKER CREEK,TN,MONROE,"COKER CREEK,TN"
COLLEGEDALE,TN,HAMILTON,"COLLEGEDALE,TN"
CONASAUGA,TN,POLK,"CONASAUGA,TN"
COPPERHILL,TN,POLK,"COPPERHILL,TN"
COWAN,TN,FRANKLIN,"COWAN,TN"
DAYTON,TN,RHEA,"DAYTON,TN"
DECATUR,TN,MEIGS,"DECATUR,TN"
DECHERD,TN,FRANKLIN,"DECHERD,TN"
DELANO,TN,POLK,"DELANO,TN"
DUCKTOWN,TN,POLK,"DUCKTOWN,TN"
DUNLAP,TN,SEQUATCHIE,"DUNLAP,TN"
ELORA,TN,LINCOLN,"ELORA,TN"
ENGLEWOOD,TN,MCMINN,"ENGLEWOOD,TN"
ESTILL SPRINGS,TN,FRANKLIN,"ESTILL SPRINGS,TN"
ETOWAH,TN,MCMINN,"ETOWAH,TN"
EVENSVILLE,TN,RHEA,"EVENSVILLE,TN"
FARNER,TN,POLK,"FARNER,TN"
FAYETTEVILLE,TN,LINCOLN,"FAYETTEVILLE,TN"
FLINTVILLE,TN,LINCOLN,"FLINTVILLE,TN"
GEORGETOWN,TN,MEIGS,"GEORGETOWN,TN"
GRANDVIEW,TN,RHEA,"GRANDVIEW,TN"
GRAYSVILLE,TN,RHEA,"GRAYSVILLE,TN"
GRUETLI LAAGER,TN,GRUNDY,"GRUETLI LAAGER,TN"
GUILD,TN,MARION,"GUILD,TN"
HARRISON,TN,HAMILTON,"HARRISON,TN"
HILLSBORO,TN,COFFEE,"HILLSBORO,TN"
HIXSON,TN,HAMILTON,"HIXSON,TN"
HUNTLAND,TN,FRANKLIN,"HUNTLAND,TN"
JASPER,TN,MARION,"JASPER,TN"
KELSO,TN,LINCOLN,"KELSO,TN"
MANCHESTER,TN,COFFEE,"MANCHESTER,TN"
LOOKOUT MOUNTAIN,TN,HAMILTON,"LOOKOUT MOUNTAIN,TN"
LUPTON CITY,TN,HAMILTON,"LUPTON CITY,TN"
LYNCHBURG,TN,MOORE,"LYNCHBURG,TN"
MC DONALD,TN,BRADLEY,"MC DONALD,TN"
MADISONVILLE,TN,MONROE,"MADISONVILLE,TN"
MONTEAGLE,TN,GRUNDY,"MONTEAGLE,TN"
MORRISON,TN,WARREN,"MORRISON,TN"
MULBERRY,TN,LINCOLN,"MULBERRY,TN"
NORMANDY,TN,BEDFORD,"NORMANDY,TN"
OCOEE,TN,POLK,"OCOEE,TN"
OLD FORT,TN,POLK,"OLD FORT,TN"
OOLTEWAH,TN,HAMILTON,"OOLTEWAH,TN"
PALMER,TN,GRUNDY,"PALMER,TN"
PELHAM,TN,GRUNDY,"PELHAM,TN"
PIKEVILLE,TN,BLEDSOE,"PIKEVILLE,TN"
RELIANCE,TN,POLK,"RELIANCE,TN"
RICEVILLE,TN,MCMINN,"RICEVILLE,TN"
SALE CREEK,TN,HAMILTON,"SALE CREEK,TN"
SEQUATCHIE,TN,MARION,"SEQUATCHIE,TN"
SEWANEE,TN,FRANKLIN,"SEWANEE,TN"
SHERWOOD,TN,FRANKLIN,"SHERWOOD,TN"
SIGNAL MOUNTAIN,TN,HAMILTON,"SIGNAL MOUNTAIN,TN"
SMARTT,TN,WARREN,"SMARTT,TN"
SODDY DAISY,TN,HAMILTON,"SODDY DAISY,TN"
SOUTH PITTSBURG,TN,MARION,"SOUTH PITTSBURG,TN"
SPRING CITY,TN,RHEA,"SPRING CITY,TN"
SUMMITVILLE,TN,COFFEE,"SUMMITVILLE,TN"
TELLICO PLAINS,TN,MONROE,"TELLICO PLAINS,TN"
TRACY CITY,TN,GRUNDY,"TRACY CITY,TN"
TULLAHOMA,TN,COFFEE,"TULLAHOMA,TN"
ARNOLD AFB,TN,COFFEE,"ARNOLD AFB,TN"
TURTLETOWN,TN,POLK,"TURTLETOWN,TN"
VIOLA,TN,WARREN,"VIOLA,TN"
WHITESIDE,TN,MARION,"WHITESIDE,TN"
WHITWELL,TN,SEQUATCHIE,"WHITWELL,TN"
WINCHESTER,TN,FRANKLIN,"WINCHESTER,TN"
CHATTANOOGA,TN,HAMILTON,"CHATTANOOGA,TN"
MEMPHIS,TN,SHELBY,"MEMPHIS,TN"
JOHNSON CITY,TN,WASHINGTON,"JOHNSON CITY,TN"
AFTON,TN,GREENE,"AFTON,TN"
BLOUNTVILLE,TN,SULLIVAN,"BLOUNTVILLE,TN"
BLUFF CITY,TN,SULLIVAN,"BLUFF CITY,TN"
BRISTOL,TN,SULLIVAN,"BRISTOL,TN"
BUTLER,TN,JOHNSON,"BUTLER,TN"
CHUCKEY,TN,GREENE,"CHUCKEY,TN"
CHURCH HILL,TN,HAWKINS,"CHURCH HILL,TN"
ELIZABETHTON,TN,CARTER,"ELIZABETHTON,TN"
MOUNT CARMEL,TN,HAWKINS,"MOUNT CARMEL,TN"
ERWIN,TN,UNICOI,"ERWIN,TN"
FALL BRANCH,TN,WASHINGTON,"FALL BRANCH,TN"
FLAG POND,TN,UNICOI,"FLAG POND,TN"
HAMPTON,TN,CARTER,"HAMPTON,TN"
JONESBOROUGH,TN,WASHINGTON,"JONESBOROUGH,TN"
KINGSPORT,TN,SULLIVAN,"KINGSPORT,TN"
LAUREL BLOOMERY,TN,JOHNSON,"LAUREL BLOOMERY,TN"
LIMESTONE,TN,WASHINGTON,"LIMESTONE,TN"
MILLIGAN COLLEGE,TN,CARTER,"MILLIGAN COLLEGE,TN"
MOUNTAIN CITY,TN,JOHNSON,"MOUNTAIN CITY,TN"
MOUNTAIN HOME,TN,WASHINGTON,"MOUNTAIN HOME,TN"
PINEY FLATS,TN,SULLIVAN,"PINEY FLATS,TN"
ROAN MOUNTAIN,TN,CARTER,"ROAN MOUNTAIN,TN"
SHADY VALLEY,TN,JOHNSON,"SHADY VALLEY,TN"
TELFORD,TN,WASHINGTON,"TELFORD,TN"
TRADE,TN,JOHNSON,"TRADE,TN"
UNICOI,TN,UNICOI,"UNICOI,TN"
WATAUGA,TN,CARTER,"WATAUGA,TN"
ALCOA,TN,BLOUNT,"ALCOA,TN"
ANDERSONVILLE,TN,ANDERSON,"ANDERSONVILLE,TN"
ARTHUR,TN,CLAIBORNE,"ARTHUR,TN"
BEAN STATION,TN,GRAINGER,"BEAN STATION,TN"
BLAINE,TN,GRAINGER,"BLAINE,TN"
BRICEVILLE,TN,ANDERSON,"BRICEVILLE,TN"
BULLS GAP,TN,HAWKINS,"BULLS GAP,TN"
BYBEE,TN,COCKE,"BYBEE,TN"
CARYVILLE,TN,CAMPBELL,"CARYVILLE,TN"
CLAIRFIELD,TN,CLAIBORNE,"CLAIRFIELD,TN"
CLINTON,TN,ANDERSON,"CLINTON,TN"
COALFIELD,TN,MORGAN,"COALFIELD,TN"
CORRYTON,TN,KNOX,"CORRYTON,TN"
COSBY,TN,COCKE,"COSBY,TN"
CRAB ORCHARD,TN,CUMBERLAND,"CRAB ORCHARD,TN"
CUMBERLAND GAP,TN,CLAIBORNE,"CUMBERLAND GAP,TN"
DANDRIDGE,TN,JEFFERSON,"DANDRIDGE,TN"
DEER LODGE,TN,MORGAN,"DEER LODGE,TN"
DEL RIO,TN,COCKE,"DEL RIO,TN"
DUFF,TN,CAMPBELL,"DUFF,TN"
EAGAN,TN,CLAIBORNE,"EAGAN,TN"
EIDSON,TN,HAWKINS,"EIDSON,TN"
ELGIN,TN,SCOTT,"ELGIN,TN"
RUGBY,TN,MORGAN,"RUGBY,TN"
FRIENDSVILLE,TN,BLOUNT,"FRIENDSVILLE,TN"
GATLINBURG,TN,SEVIER,"GATLINBURG,TN"
GREENBACK,TN,LOUDON,"GREENBACK,TN"
GREENEVILLE,TN,GREENE,"GREENEVILLE,TN"
HARRIMAN,TN,ROANE,"HARRIMAN,TN"
HARROGATE,TN,CLAIBORNE,"HARROGATE,TN"
HARTFORD,TN,COCKE,"HARTFORD,TN"
HEISKELL,TN,KNOX,"HEISKELL,TN"
HELENWOOD,TN,SCOTT,"HELENWOOD,TN"
HUNTSVILLE,TN,SCOTT,"HUNTSVILLE,TN"
JACKSBORO,TN,CAMPBELL,"JACKSBORO,TN"
JEFFERSON CITY,TN,JEFFERSON,"JEFFERSON CITY,TN"
JELLICO,TN,CAMPBELL,"JELLICO,TN"
KINGSTON,TN,ROANE,"KINGSTON,TN"
KODAK,TN,SEVIER,"KODAK,TN"
KYLES FORD,TN,HANCOCK,"KYLES FORD,TN"
LA FOLLETTE,TN,CAMPBELL,"LA FOLLETTE,TN"
LAKE CITY,TN,ANDERSON,"LAKE CITY,TN"
LANCING,TN,MORGAN,"LANCING,TN"
LENOIR CITY,TN,LOUDON,"LENOIR CITY,TN"
LONE MOUNTAIN,TN,CLAIBORNE,"LONE MOUNTAIN,TN"
LOUDON,TN,LOUDON,"LOUDON,TN"
LOUISVILLE,TN,BLOUNT,"LOUISVILLE,TN"
LOWLAND,TN,HAMBLEN,"LOWLAND,TN"
LUTTRELL,TN,UNION,"LUTTRELL,TN"
MARYVILLE,TN,BLOUNT,"MARYVILLE,TN"
MASCOT,TN,KNOX,"MASCOT,TN"
MAYNARDVILLE,TN,UNION,"MAYNARDVILLE,TN"
MIDWAY,TN,GREENE,"MIDWAY,TN"
MOHAWK,TN,GREENE,"MOHAWK,TN"
MOORESBURG,TN,HAWKINS,"MOORESBURG,TN"
MORRISTOWN,TN,HAMBLEN,"MORRISTOWN,TN"
MOSHEIM,TN,GREENE,"MOSHEIM,TN"
NEWCOMB,TN,CAMPBELL,"NEWCOMB,TN"
NEW MARKET,TN,JEFFERSON,"NEW MARKET,TN"
NEWPORT,TN,COCKE,"NEWPORT,TN"
NEW TAZEWELL,TN,CLAIBORNE,"NEW TAZEWELL,TN"
NIOTA,TN,MCMINN,"NIOTA,TN"
NORRIS,TN,ANDERSON,"NORRIS,TN"
OAKDALE,TN,MORGAN,"OAKDALE,TN"
OAK RIDGE,TN,ANDERSON,"OAK RIDGE,TN"
OLIVER SPRINGS,TN,ROANE,"OLIVER SPRINGS,TN"
ONEIDA,TN,SCOTT,"ONEIDA,TN"
PARROTTSVILLE,TN,COCKE,"PARROTTSVILLE,TN"
PETROS,TN,MORGAN,"PETROS,TN"
PHILADELPHIA,TN,LOUDON,"PHILADELPHIA,TN"
PIONEER,TN,CAMPBELL,"PIONEER,TN"
POWDER SPRINGS,TN,GRAINGER,"POWDER SPRINGS,TN"
POWELL,TN,KNOX,"POWELL,TN"
PRUDEN,TN,CLAIBORNE,"PRUDEN,TN"
ROBBINS,TN,SCOTT,"ROBBINS,TN"
ROCKFORD,TN,BLOUNT,"ROCKFORD,TN"
ROCKWOOD,TN,ROANE,"ROCKWOOD,TN"
ROGERSVILLE,TN,HAWKINS,"ROGERSVILLE,TN"
RUSSELLVILLE,TN,HAMBLEN,"RUSSELLVILLE,TN"
RUTLEDGE,TN,GRAINGER,"RUTLEDGE,TN"
SEVIERVILLE,TN,SEVIER,"SEVIERVILLE,TN"
PIGEON FORGE,TN,SEVIER,"PIGEON FORGE,TN"
SEYMOUR,TN,SEVIER,"SEYMOUR,TN"
SHARPS CHAPEL,TN,UNION,"SHARPS CHAPEL,TN"
SHAWANEE,TN,CLAIBORNE,"SHAWANEE,TN"
SNEEDVILLE,TN,HANCOCK,"SNEEDVILLE,TN"
SPEEDWELL,TN,CLAIBORNE,"SPEEDWELL,TN"
STRAWBERRY PLAINS,TN,JEFFERSON,"STRAWBERRY PLAINS,TN"
SUNBRIGHT,TN,MORGAN,"SUNBRIGHT,TN"
SURGOINSVILLE,TN,HAWKINS,"SURGOINSVILLE,TN"
SWEETWATER,TN,MONROE,"SWEETWATER,TN"
TALBOTT,TN,HAMBLEN,"TALBOTT,TN"
TALLASSEE,TN,BLOUNT,"TALLASSEE,TN"
TAZEWELL,TN,CLAIBORNE,"TAZEWELL,TN"
TEN MILE,TN,MEIGS,"TEN MILE,TN"
THORN HILL,TN,GRAINGER,"THORN HILL,TN"
TOWNSEND,TN,BLOUNT,"TOWNSEND,TN"
VONORE,TN,MONROE,"VONORE,TN"
WALLAND,TN,BLOUNT,"WALLAND,TN"
WARTBURG,TN,MORGAN,"WARTBURG,TN"
WASHBURN,TN,GRAINGER,"WASHBURN,TN"
WHITE PINE,TN,JEFFERSON,"WHITE PINE,TN"
WHITESBURG,TN,HAMBLEN,"WHITESBURG,TN"
WINFIELD,TN,SCOTT,"WINFIELD,TN"
KNOXVILLE,TN,KNOX,"KNOXVILLE,TN"
ALAMO,TN,CROCKETT,"ALAMO,TN"
ARLINGTON,TN,SHELBY,"ARLINGTON,TN"
ATOKA,TN,TIPTON,"ATOKA,TN"
BELLS,TN,CROCKETT,"BELLS,TN"
BOGOTA,TN,DYER,"BOGOTA,TN"
BOLIVAR,TN,HARDEMAN,"BOLIVAR,TN"
BRADEN,TN,FAYETTE,"BRADEN,TN"
BRIGHTON,TN,TIPTON,"BRIGHTON,TN"
BROWNSVILLE,TN,HAYWOOD,"BROWNSVILLE,TN"
BRUNSWICK,TN,SHELBY,"BRUNSWICK,TN"
BURLISON,TN,TIPTON,"BURLISON,TN"
CORDOVA,TN,SHELBY,"CORDOVA,TN"
COLLIERVILLE,TN,SHELBY,"COLLIERVILLE,TN"
COVINGTON,TN,TIPTON,"COVINGTON,TN"
CROCKETT MILLS,TN,CROCKETT,"CROCKETT MILLS,TN"
DRUMMONDS,TN,TIPTON,"DRUMMONDS,TN"
DYERSBURG,TN,DYER,"DYERSBURG,TN"
EADS,TN,SHELBY,"EADS,TN"
ELLENDALE,TN,SHELBY,"ELLENDALE,TN"
FINLEY,TN,DYER,"FINLEY,TN"
FRIENDSHIP,TN,CROCKETT,"FRIENDSHIP,TN"
GALLAWAY,TN,FAYETTE,"GALLAWAY,TN"
GATES,TN,LAUDERDALE,"GATES,TN"
GRAND JUNCTION,TN,HARDEMAN,"GRAND JUNCTION,TN"
HALLS,TN,LAUDERDALE,"HALLS,TN"
HENNING,TN,LAUDERDALE,"HENNING,TN"
HICKORY VALLEY,TN,HARDEMAN,"HICKORY VALLEY,TN"
HORNSBY,TN,HARDEMAN,"HORNSBY,TN"
LACONIA,TN,FAYETTE,"LACONIA,TN"
LA GRANGE,TN,FAYETTE,"LA GRANGE,TN"
LENOX,TN,DYER,"LENOX,TN"
MACON,TN,FAYETTE,"MACON,TN"
MASON,TN,TIPTON,"MASON,TN"
MAURY CITY,TN,CROCKETT,"MAURY CITY,TN"
MIDDLETON,TN,HARDEMAN,"MIDDLETON,TN"
MILLINGTON,TN,SHELBY,"MILLINGTON,TN"
