AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
No,No,None,Yes,None,No,None,Casual,None,Yes,None,None,Yes,None,No,None,None,6:00 am - 3:00 pm,"Breakfast,Brunch,Lunch",None,Yes,Yes,None,None,None,Yes,6:00 am - 3:00 pm,None,Quiet,None,Yes,None,7:00 am - 2:00 pm,None,7:00 am - 2:00 pm,Yes,No,6:00 am - 3:00 pm,6:00 am - 3:00 pm,Yes,6:00 am - 3:00 pm,None,No,NM Albuquerque International_District,Claimed,None,leilanis-caf%C3%A9-albuquerque,35.0585933624,-106.575979963,2.0,4.5,friends-coffee-and-sandwich-albuquerque,kaps-coffee-shop-and-diner-albuquerque,thai-house-albuquerque,44,"American(New),Breakfast&Brunch,Mexican",Leilani’s Café,https://www.yelp.com/biz/leilanis-caf%C3%A9-albuquerque?osq=food
None,No,No,Yes,None,No,Divey,Casual,None,No,None,None,Yes,None,No,None,None,7:00 am - 3:00 pm,"Breakfast,Brunch",None,Yes,Yes,Yes,None,None,No,7:00 am - 3:00 pm,None,Average,None,No,PrivateLot,7:00 am - 3:00 pm,None,7:00 am - 3:00 pm,Yes,Yes,7:00 am - 3:00 pm,7:00 am - 3:00 pm,Yes,7:00 am - 3:00 pm,None,Free,NM Albuquerque International_District,Claimed,None,kaps-coffee-shop-and-diner-albuquerque,35.0777125,-106.5862998,1.0,4.5,the-grove-cafe-and-market-albuquerque,tia-betty-blues-albuquerque,the-egg-and-i-albuquerque-4,66,"Coffee&Tea,Breakfast&Brunch,Diners",Kap’s Coffee Shop and Diner,https://www.yelp.com/biz/kaps-coffee-shop-and-diner-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,No,None,None,No,None,No,None,None,None,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,None,None,Average,None,No,PrivateLot,None,None,None,Yes,No,None,None,Yes,None,None,No,NM Albuquerque International_District,Unclaimed,None,asian-grill-albuquerque,35.058409,-106.5831428,2.0,4.0,orchid-thai-cuisine-albuquerque,elephant-bar-restaurant-albuquerque,banana-leaf-restaurant-rio-rancho,33,AsianFusion,Asian Grill,https://www.yelp.com/biz/asian-grill-albuquerque?osq=food
No,No,None,Yes,None,Beer&WineOnly,Casual,Casual,None,No,None,None,No,None,No,None,None,11:00 am - 8:30 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,11:00 am - 8:30 pm,None,Quiet,None,No,PrivateLot,11:00 am - 8:30 pm,None,11:00 am - 8:00 pm,Yes,No,11:00 am - 8:30 pm,11:00 am - 8:30 pm,Yes,Closed,None,No,NM Albuquerque International_District,Unclaimed,None,saigon-far-east-albuquerque,35.0653685,-106.5779688,1.0,4.5,que-huong-albuquerque,huong-thao-albuquerque-2,saigon-restaurant-albuquerque,126,Vietnamese,Saigon Far East,https://www.yelp.com/biz/saigon-far-east-albuquerque?osq=food
None,None,None,No,None,No,None,Casual,None,Yes,None,None,No,None,No,None,None,9:00 am - 8:00 pm,Lunch,None,Yes,Yes,None,None,None,No,9:00 am - 8:00 pm,None,Loud,None,No,PrivateLot,9:00 am - 8:00 pm,None,9:00 am - 8:00 pm,Yes,No,9:00 am - 8:00 pm,9:00 am - 8:00 pm,Yes,9:00 am - 8:00 pm,None,No,NM Albuquerque International_District,Unclaimed,None,chicharroneria-orozco-albuquerque,35.0590628,-106.5772053,1.0,4.0,el-sabor-de-juarez-albuquerque,cervantes-restaurant-and-lounge-albuquerque,acapulco-tacos-and-burritos-albuquerque,7,Mexican,Chicharroneria Orozco,https://www.yelp.com/biz/chicharroneria-orozco-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 7:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,Closed,None,Average,None,No,None,11:00 am - 7:00 pm,None,Closed,Yes,No,Closed,Closed,No,Closed,None,No,NM Albuquerque International_District,Unclaimed,None,pop-up-dumpling-house-albuquerque,35.0753317,-106.5679815,1.0,5.0,fu-yuang-korean-and-chinese-restaurant-albuquerque,banh-mi-coda-albuquerque,magokoro-albuquerque-2,30,"Szechuan,Taiwanese",Pop-Up Dumpling House,https://www.yelp.com/biz/pop-up-dumpling-house-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,10:00 am - 5:30 pm,Lunch,None,Yes,Yes,None,None,None,No,10:00 am - 5:30 pm,None,Quiet,None,Yes,PrivateLot,10:30 am - 4:00 pm,None,Closed,Yes,No,10:00 am - 5:30 pm,10:00 am - 5:30 pm,No,10:00 am - 5:30 pm,None,No,NM Albuquerque International_District,Claimed,None,baggins-gourmet-sandwiches-albuquerque,35.087406,-106.580576,1.0,4.0,tullys-italian-deli-albuquerque,the-yeller-sub-albuquerque,banh-mi-coda-albuquerque,38,"Sandwiches,Desserts,Delis",Baggin’s Gourmet Sandwiches,https://www.yelp.com/biz/baggins-gourmet-sandwiches-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,No,None,None,Yes,None,No,None,None,11:00 am - 2:00 pm5:00 pm - 8:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,Closed,None,Average,Yes,No,PrivateLot,11:00 am - 2:00 pm5:00 pm - 8:00 pm,None,11:00 am - 5:00 pm,Yes,Yes,11:00 am - 2:00 pm,11:00 am - 2:00 pm,Yes,11:00 am - 2:00 pm,Yes,Free,NM Albuquerque International_District,Claimed,None,bucket-headz-southern-home-cooking-albuquerque,35.0590628,-106.5772053,2.0,4.0,tomato-cafe-albuquerque,buffet-66-albuquerque-2,nexus-brewery-albuquerque,24,"Southern,SoulFood,Buffets",Bucket Headz Southern Home Cooking,https://www.yelp.com/biz/bucket-headz-southern-home-cooking-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,Yes,5:30 am - 10:00 pm,"Breakfast,Brunch",None,Yes,Yes,None,None,None,No,5:30 am - 9:00 pm,None,Average,None,No,PrivateLot,5:30 am - 10:00 pm,None,5:30 am - 9:00 pm,Yes,No,5:30 am - 9:00 pm,5:30 am - 9:00 pm,No,5:30 am - 9:00 pm,None,No,NM Albuquerque International_District,Claimed,None,twisters-burgers-and-burritos-albuquerque-9,35.0586792,-106.5840183,1.0,3.5,frontier-restaurant-albuquerque-2,acapulco-tacos-and-burritos-albuquerque,hurricanes-restaurant-and-drive-in-albuquerque,16,"Mexican,Breakfast&Brunch,Burgers",Twisters Burgers and Burritos,https://www.yelp.com/biz/twisters-burgers-and-burritos-albuquerque-9?osq=food
None,None,None,No,None,No,None,None,None,Yes,None,None,No,None,No,Yes,None,11:00 am - 11:00 pm,None,None,None,None,None,None,None,None,11:00 am - 9:00 pm,None,None,None,No,PrivateLot,11:00 am - 11:00 pm,None,11:00 am - 11:00 pm,Yes,No,11:00 am - 9:00 pm,Closed,No,11:00 am - 9:00 pm,Yes,No,NM Albuquerque International_District,Claimed,None,el-chicken-100-carbon-albuquerque-4,35.0750145,-106.5771211,1.0,5.0,the-supper-truck-albuquerque,tfk-smokehouse-albuquerque,rustic-a-divine-food-truck-albuquerque,5,"FoodTrucks,Mexican",El Chicken 100% Carbon,https://www.yelp.com/biz/el-chicken-100-carbon-albuquerque-4?osq=food
None,None,None,No,None,No,None,Casual,None,Yes,None,None,None,None,No,None,None,6:00 am - 12:00 am,None,None,Yes,Yes,None,None,None,No,6:00 am - 12:00 am,None,Quiet,None,Yes,None,6:00 am - 12:00 am,None,Closed,Yes,No,6:00 am - 12:00 am,6:00 am - 12:00 am,None,6:00 am - 12:00 am,None,No,NM Albuquerque International_District,Unclaimed,None,sonora-dogs-albuquerque,35.0771670807,-106.57921806,1.0,5.0,monroes-restaurant-albuquerque,padillas-mexican-kitchen-albuquerque,el-patio-de-albuquerque-albuquerque-2,6,"FoodTrucks,Mexican",Sonora Dogs,https://www.yelp.com/biz/sonora-dogs-albuquerque?osq=food
No,No,None,No,None,No,Divey,Casual,None,No,None,None,Yes,None,No,None,None,11:00 am - 8:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,Closed,None,Average,None,No,PrivateLot,11:00 am - 8:00 pm,None,12:00 pm - 8:00 pm,Yes,Yes,11:00 am - 8:00 pm,11:00 am - 8:00 pm,No,11:00 am - 8:00 pm,Yes,No,NM Albuquerque International_District,Claimed,None,peppers-ole-fashion-bbq-albuquerque,35.0809509,-106.5777962,2.0,4.5,rudys-country-store-and-bar-b-que-albuquerque,mr-powdrells-barbeque-house-albuquerque-2,mr-powdrells-barbeque-albuquerque-3,69,Barbeque,Peppers Ole Fashion BBQ,https://www.yelp.com/biz/peppers-ole-fashion-bbq-albuquerque?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,None,Yes,None,None,No,None,No,None,None,8:30 am - 8:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,8:30 am - 8:00 pm,None,Average,None,No,PrivateLot,8:30 am - 8:00 pm,None,8:30 am - 8:00 pm,Yes,Yes,8:30 am - 8:00 pm,8:30 am - 8:00 pm,Yes,8:30 am - 8:00 pm,None,No,NM Albuquerque International_District,Unclaimed,None,lindo-mexico-albuquerque-3,35.07605,-106.567142,2.0,4.0,saigon-far-east-albuquerque,taj-mahal-cuisine-of-india-albuquerque,mariscos-altamar-albuquerque,50,Mexican,Lindo Mexico,https://www.yelp.com/biz/lindo-mexico-albuquerque-3?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,7:30 am - 7:00 pm,"Breakfast,Lunch",None,Yes,Yes,None,None,None,No,7:30 am - 7:00 pm,None,Average,None,Yes,PrivateLot,7:30 am - 7:00 pm,None,Closed,Yes,No,7:30 am - 7:00 pm,7:30 am - 7:00 pm,No,7:30 am - 7:00 pm,None,No,NM Albuquerque International_District,Unclaimed,None,acapulco-tacos-and-burritos-albuquerque,35.0675841,-106.5860335,1.0,4.5,el-modelo-mexican-foods-albuquerque,frontier-restaurant-albuquerque-2,cervantes-restaurant-and-lounge-albuquerque,35,Mexican,Acapulco Tacos & Burritos,https://www.yelp.com/biz/acapulco-tacos-and-burritos-albuquerque?osq=food
None,No,None,Yes,None,FullBar,Casual,Casual,"Fri,Sat,Sun",Yes,None,None,Yes,No,No,None,None,11:00 am - 10:00 pm,"Lunch,Dinner",No,Yes,Yes,None,Yes,No,No,11:00 am - 10:00 pm,None,Average,None,No,PrivateLot,11:00 am - 10:00 pm,No,11:00 am - 9:30 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,No,NM Albuquerque International_District,Claimed,None,cervantes-restaurant-and-lounge-albuquerque,35.058561,-106.5772116,2.0,4.0,el-modelo-mexican-foods-albuquerque,monroes-restaurant-albuquerque,padillas-mexican-kitchen-albuquerque,251,"Mexican,Lounges",Cervantes Restaurant & Lounge,https://www.yelp.com/biz/cervantes-restaurant-and-lounge-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,Yes,None,No,None,None,6:30 am - 8:00 pm,Brunch,None,Yes,Yes,None,None,None,No,6:30 am - 4:00 pm,None,Quiet,None,No,PrivateLot,6:30 am - 8:00 pm,None,6:30 am - 4:00 pm,Yes,No,6:30 am - 4:00 pm,6:30 am - 4:00 pm,Yes,6:30 am - 4:00 pm,None,No,NM Albuquerque International_District,Unclaimed,None,beas-mexican-restaurant-2-albuquerque,35.0731337,-106.5518583,1.0,4.0,padillas-mexican-kitchen-albuquerque,el-sabor-de-juarez-albuquerque,cervantes-restaurant-and-lounge-albuquerque,11,Mexican,Bea’s Mexican Restaurant 2,https://www.yelp.com/biz/beas-mexican-restaurant-2-albuquerque?osq=food
No,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,7:00 am - 2:00 pm,"Breakfast,Brunch,Lunch",None,Yes,Yes,Yes,None,None,No,7:00 am - 2:00 pm,None,Average,None,Yes,PrivateLot,8:00 am - 2:00 pm,None,8:00 am - 2:00 pm,Yes,No,7:00 am - 2:00 pm,7:00 am - 2:00 pm,No,7:00 am - 2:00 pm,None,Free,NM Albuquerque International_District,Claimed,None,tia-betty-blues-albuquerque,35.0622210814,-106.586007537,1.0,4.0,kaps-coffee-shop-and-diner-albuquerque,the-grove-cafe-and-market-albuquerque,the-range-caf%C3%A9-albuquerque-2,227,"Coffee&Tea,Breakfast&Brunch",Tia Betty Blue’s,https://www.yelp.com/biz/tia-betty-blues-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,None,Open 24 hours,None,None,No,No,None,None,None,No,Open 24 hours,None,Quiet,None,No,None,Open 24 hours,None,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,No,Open 24 hours,None,No,NM Albuquerque International_District,Unclaimed,None,federicos-mexican-food-albuquerque-2,35.0744489,-106.5857159,1.0,2.0,frontier-restaurant-albuquerque-2,el-sarape-albuquerque,loyolas-family-restaurant-albuquerque,9,Mexican,Federico’s Mexican Food,https://www.yelp.com/biz/federicos-mexican-food-albuquerque-2?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,11:00 am - 4:00 pm,None,None,None,None,None,None,None,None,11:00 am - 4:00 pm,None,None,None,None,None,Closed,None,Closed,None,None,11:00 am - 4:00 pm,11:00 am - 4:00 pm,None,11:00 am - 4:00 pm,None,None,NM Albuquerque International_District,Unclaimed,None,jasmine-thai-albuquerque,35.0585560379,-106.578545161,None,4.5,jasmine-thai-and-sushi-house-albuquerque,thai-cuisine-ii-albuquerque,salathai-albuquerque,4,Thai,Jasmine Thai,https://www.yelp.com/biz/jasmine-thai-albuquerque?osq=food
None,None,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,Yes,None,None,11:00 am - 12:00 am,"Lunch,LateNight",None,Yes,Yes,None,None,None,Yes,11:00 am - 11:00 pm,None,Quiet,None,No,PrivateLot,11:00 am - 12:00 am,None,11:00 am - 11:00 pm,Yes,No,11:00 am - 11:00 pm,11:00 am - 11:00 pm,No,11:00 am - 11:00 pm,Yes,Free,NM Albuquerque International_District,Claimed,None,pizza-9-albuquerque-2,35.0586826,-106.5819041,2.0,3.5,il-vicino-wood-oven-pizza-albuquerque,giovannis-pizzeria-albuquerque,straight-up-pizza-albuquerque,39,"Pizza,Italian",Pizza 9,https://www.yelp.com/biz/pizza-9-albuquerque-2?osq=food
No,No,No,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,No,None,11:00 am - 8:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,No,11:00 am - 8:00 pm,None,Quiet,Yes,No,None,11:00 am - 8:00 pm,None,11:00 am - 7:00 pm,Yes,Yes,11:00 am - 8:00 pm,11:00 am - 8:00 pm,Yes,11:00 am - 8:00 pm,Yes,No,NM Albuquerque International_District,Claimed,None,pad-thai-cafe-albuquerque,35.0756952,-106.5685425,1.0,4.5,saigon-far-east-albuquerque,siam-cafe-albuquerque,thai-tip-albuquerque,51,"Thai,Desserts,American(New)",Pad Thai Cafe,https://www.yelp.com/biz/pad-thai-cafe-albuquerque?osq=food
No,No,None,Yes,None,No,Divey,Casual,None,Yes,None,None,No,None,No,None,None,None,LateNight,None,Yes,Yes,None,None,None,No,None,None,Average,None,No,PrivateLot,None,None,None,Yes,No,None,None,No,None,Yes,No,NM Albuquerque International_District,Claimed,None,cesars-mexican-and-greek-albuquerque,35.0870591,-106.5855734,1.0,2.5,yasmines-cafe-albuquerque,gyros-mediterranean-albuquerque,frontier-restaurant-albuquerque-2,72,"Mexican,Greek,Mediterranean",Cesar’s Mexican & Greek,https://www.yelp.com/biz/cesars-mexican-and-greek-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,Yes,None,Lunch,None,Yes,Yes,None,None,None,No,None,None,Quiet,None,None,None,None,None,None,Yes,No,None,None,Yes,None,None,None,NM Albuquerque International_District,Claimed,None,california-pastrami-albuquerque-4,35.0586944,-106.5833822,2.0,3.5,None,None,None,6,"Sandwiches,Burgers,HotDogs",California Pastrami,https://www.yelp.com/biz/california-pastrami-albuquerque-4?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,NM Albuquerque International_District,Unclaimed,None,sanchez-tacos-albuquerque-3,35.072824899,-106.568912271,None,4.5,gauchito-catering-albuquerque,sanchez-tacos-albuquerque-2,None,2,Mexican,Sanchez Tacos,https://www.yelp.com/biz/sanchez-tacos-albuquerque-3?osq=food
None,No,None,Yes,None,Beer&WineOnly,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 10:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,11:00 am - 9:00 pm,None,Quiet,None,Yes,PrivateLot,12:00 pm - 10:00 pm,None,12:00 pm - 8:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,None,No,NM Albuquerque International_District,Claimed,None,fareast-fuzion-albuquerque,35.0773869,-106.5806902,2.0,4.5,shogun-japanese-restaurant-albuquerque,japanese-kitchen-sushi-bar-albuquerque,fu-yuang-korean-and-chinese-restaurant-albuquerque,121,"SushiBars,Chinese,AsianFusion",Fareast Fuzion,https://www.yelp.com/biz/fareast-fuzion-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,No,None,None,No,None,No,None,None,10:30 am - 9:00 pm,"Lunch,Dinner",None,Yes,Yes,None,None,None,Yes,10:30 am - 9:00 pm,None,Quiet,None,No,PrivateLot,10:30 am - 9:00 pm,None,10:30 am - 9:00 pm,Yes,No,10:30 am - 9:00 pm,10:30 am - 9:00 pm,Yes,Closed,Yes,No,NM Albuquerque International_District,Unclaimed,None,pho-1-albuquerque,35.073683,-106.577352,1.0,4.0,saigon-far-east-albuquerque,que-huong-albuquerque,viet-taste-albuquerque,108,Vietnamese,Pho #1,https://www.yelp.com/biz/pho-1-albuquerque?osq=food
No,No,None,Yes,None,Beer&WineOnly,Casual,Casual,None,Yes,None,None,Yes,None,No,None,None,6:00 am - 8:00 pm,"Breakfast,Brunch,Lunch",None,Yes,Yes,None,None,None,No,6:00 am - 8:00 pm,None,Average,None,No,PrivateLot,7:00 am - 8:00 pm,None,7:00 am - 3:00 pm,Yes,Yes,6:00 am - 8:00 pm,6:00 am - 8:00 pm,Yes,6:00 am - 8:00 pm,Yes,Free,NM Albuquerque International_District,Claimed,None,copper-canyon-cafe-albuquerque,35.058577,-106.581408,1.0,3.5,barelas-coffee-house-albuquerque,frontier-restaurant-albuquerque-2,cervantes-restaurant-and-lounge-albuquerque,32,"Mexican,American(Traditional),Cafes",Copper Canyon Cafe,https://www.yelp.com/biz/copper-canyon-cafe-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,Yes,None,None,None,Yes,Yes,None,None,None,No,None,None,Quiet,None,Yes,None,None,None,None,Yes,No,None,None,No,None,None,None,NM Albuquerque International_District,Unclaimed,None,dairy-queen-albuquerque-7,35.0653571,-106.5849337,1.0,2.5,churchs-chicken-albuquerque-6,paleteria-michoacana-de-paquime-albuquerque,pop-pops-italian-ice-albuquerque,2,"Desserts,FastFood",Dairy Queen,https://www.yelp.com/biz/dairy-queen-albuquerque-7?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,No,None,No,None,Yes,None,Breakfast,None,Yes,Yes,None,None,None,No,None,None,Average,None,No,PrivateLot,None,None,None,Yes,No,None,None,No,None,None,None,NM Albuquerque International_District,Unclaimed,None,mcdonalds-albuquerque-39,35.058767,-106.585907,1.0,2.0,fuddruckers-albuquerque-3,village-inn-albuquerque-17,griffs-hamburgers-albuquerque,10,"FastFood,Burgers",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-39?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,11:00 am - 7:00 pm,Lunch,None,No,Yes,None,None,None,Yes,Closed,None,Quiet,None,No,PrivateLot,11:00 am - 7:00 pm,None,12:00 pm - 6:30 pm,Yes,No,11:00 am - 7:00 pm,11:00 am - 7:00 pm,Yes,11:00 am - 7:00 pm,None,No,NM Albuquerque International_District,Claimed,None,gen-kai-albuquerque-2,35.0751836747,-106.568115766,1.0,3.5,shogun-japanese-restaurant-albuquerque,talin-market-albuquerque,banh-mi-coda-albuquerque,33,Japanese,Gen Kai,https://www.yelp.com/biz/gen-kai-albuquerque-2?osq=food
